0.000000,0.139568,0.860432
1.000000,0.000000,0.000000
0.000000,0.074820,0.925180
0.998561,0.001439,0.000000
0.001439,0.158273,0.840288
0.000000,0.874820,0.125180
0.001439,0.897842,0.100719
0.000000,0.171223,0.828777
0.000000,0.194245,0.805755
0.001439,0.041727,0.956835
0.000000,0.028777,0.971223
0.000000,0.000000,1.000000
0.002878,0.676259,0.320863
0.000000,0.005755,0.994245
0.000000,0.025899,0.974101
0.988489,0.000000,0.011511
0.000000,0.015827,0.984173
0.000000,0.765468,0.234532
0.000000,0.105036,0.894964
0.000000,0.015827,0.984173
1.000000,0.000000,0.000000
0.000000,0.128058,0.871942
0.001439,0.030216,0.968345
0.000000,0.000000,1.000000
0.000000,0.002878,0.997122
0.004317,0.162590,0.833094
1.000000,0.000000,0.000000
0.000000,0.391367,0.608633
0.000000,0.018705,0.981295
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
0.000000,0.025899,0.974101
0.004317,0.043165,0.952518
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
0.000000,0.176978,0.823022
0.000000,0.002878,0.997122
0.989928,0.000000,0.010072
1.000000,0.000000,0.000000
0.000000,0.900719,0.099281
0.000000,0.096403,0.903597
0.031655,0.024460,0.943885
1.000000,0.000000,0.000000
0.000000,0.136691,0.863309
1.000000,0.000000,0.000000
0.000000,0.000000,1.000000
0.998561,0.001439,0.000000
0.998561,0.000000,0.001439
0.000000,0.021583,0.978417
0.000000,0.037410,0.962590
0.000000,0.103597,0.896403
0.000000,0.001439,0.998561
0.002878,0.099281,0.897842
0.000000,0.001439,0.998561
0.000000,0.080576,0.919424
1.000000,0.000000,0.000000
0.000000,0.028777,0.971223
0.995683,0.004317,0.000000
0.023022,0.126619,0.850360
0.000000,0.634532,0.365468
1.000000,0.000000,0.000000
0.000000,0.158273,0.841727
0.000000,0.961151,0.038849
0.004317,0.023022,0.972662
0.000000,0.594245,0.405755
0.000000,0.038849,0.961151
0.000000,0.942446,0.057554
0.000000,0.010072,0.989928
0.995683,0.000000,0.004317
0.000000,0.014388,0.985612
0.000000,0.053237,0.946763
0.000000,0.079137,0.920863
1.000000,0.000000,0.000000
0.010072,0.051799,0.938129
0.000000,0.002878,0.997122
0.000000,0.057554,0.942446
0.030216,0.035971,0.933813
0.998561,0.000000,0.001439
0.000000,0.991367,0.008633
0.000000,0.005755,0.994245
0.002878,0.408633,0.588489
0.000000,0.001439,0.998561
0.000000,0.972662,0.027338
0.000000,0.046043,0.953957
0.000000,0.083453,0.916547
0.000000,0.001439,0.998561
0.001439,0.054676,0.943885
1.000000,0.000000,0.000000
0.000000,0.315108,0.684892
0.000000,0.890647,0.109353
0.000000,0.225899,0.774101
0.997122,0.000000,0.002878
0.992806,0.005755,0.001439
0.000000,0.975540,0.024460
0.004317,0.040288,0.955396
0.000000,0.002878,0.997122
0.000000,0.000000,1.000000
0.998561,0.000000,0.001439
0.007194,0.041727,0.951079
0.000000,0.015827,0.984173
1.000000,0.000000,0.000000
0.000000,0.411511,0.588489
0.001439,0.007194,0.991367
0.000000,0.153957,0.846043
0.997122,0.002878,0.000000
0.997122,0.000000,0.002878
0.000000,0.989928,0.010072
0.000000,0.002878,0.997122
0.000000,0.001439,0.998561
0.000000,0.000000,1.000000
0.000000,0.004317,0.995683
0.000000,0.005755,0.994245
0.002878,0.051799,0.945324
0.000000,0.038849,0.961151
0.000000,0.005755,0.994245
0.000000,0.043165,0.956835
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.007194,0.992806
0.000000,0.008633,0.991367
0.000000,0.805755,0.194245
0.000000,0.896403,0.103597
0.000000,0.010072,0.989928
0.004317,0.917986,0.077698
0.000000,0.050360,0.949640
1.000000,0.000000,0.000000
0.159712,0.123741,0.716547
0.000000,0.038849,0.961151
0.038849,0.224460,0.736691
0.040288,0.223022,0.736691
0.000000,0.000000,1.000000
0.000000,0.023022,0.976978
0.000000,0.116547,0.883453
1.000000,0.000000,0.000000
0.001439,0.012950,0.985612
0.000000,0.034532,0.965468
1.000000,0.000000,0.000000
0.023022,0.086331,0.890647
0.000000,0.093525,0.906475
0.011511,0.435971,0.552518
1.000000,0.000000,0.000000
0.000000,0.742446,0.257554
0.000000,0.017266,0.982734
0.000000,0.174101,0.825899
1.000000,0.000000,0.000000
0.005755,0.004317,0.989928
0.000000,0.000000,1.000000
0.000000,0.033094,0.966906
0.000000,0.332374,0.667626
1.000000,0.000000,0.000000
0.998561,0.000000,0.001439
0.000000,0.001439,0.998561
0.000000,0.014388,0.985612
0.997122,0.000000,0.002878
0.000000,0.556835,0.443165
0.058993,0.932374,0.008633
0.000000,0.000000,1.000000
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
0.981295,0.007194,0.011511
0.007194,0.987050,0.005755
0.000000,0.050360,0.949640
1.000000,0.000000,0.000000
0.001439,0.267626,0.730935
0.000000,0.015827,0.984173
0.988489,0.007194,0.004317
0.000000,0.005755,0.994245
0.000000,0.024460,0.975540
0.001439,0.922302,0.076259
1.000000,0.000000,0.000000
0.002878,0.015827,0.981295
1.000000,0.000000,0.000000
0.000000,0.007194,0.992806
0.998561,0.000000,0.001439
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
0.000000,0.113669,0.886331
0.001439,0.012950,0.985612
1.000000,0.000000,0.000000
0.000000,0.023022,0.976978
0.000000,0.034532,0.965468
0.000000,0.073381,0.926619
1.000000,0.000000,0.000000
0.000000,0.008633,0.991367
0.000000,0.083453,0.916547
0.000000,0.010072,0.989928
0.000000,0.015827,0.984173
0.000000,0.041727,0.958273
0.000000,0.012950,0.987050
0.000000,0.425899,0.574101
0.000000,0.005755,0.994245
0.000000,0.014388,0.985612
0.998561,0.001439,0.000000
0.004317,0.269065,0.726619
0.001439,0.794245,0.204317
0.000000,0.020144,0.979856
0.000000,0.858993,0.141007
0.007194,0.057554,0.935252
0.000000,0.102158,0.897842
0.000000,0.001439,0.998561
0.000000,0.000000,1.000000
0.000000,0.365468,0.634532
0.976978,0.015827,0.007194
1.000000,0.000000,0.000000
0.000000,0.096403,0.903597
0.000000,0.014388,0.985612
0.000000,0.010072,0.989928
0.000000,0.038849,0.961151
